##############################################################################################
#
# OrigamiMD
# Node positions
#
# Nodes 0:9
# Integration time step 0.001000
# Simulation Iterations 50000
# Simulation Output 50
#
##############################################################################################

0.000000
0 5.000000 0.000000 0.000000
1 5.000000 5.000000 0.000000
2 10.000000 0.000000 0.000000
3 0.000000 0.000000 0.000000
4 10.000000 10.000000 0.000000
5 10.000000 5.000000 0.000000
6 5.000000 10.000000 0.000000
7 0.000000 10.000000 0.000000
8 0.000000 5.000000 0.000000

0.050000
0 4.996380 -0.290341 0.006923
1 4.996326 4.997355 -0.004370
2 9.871603 0.141682 -0.004074
3 0.130947 0.141625 0.002373
4 9.861446 9.866804 -0.001846
5 10.313219 4.993229 -0.005311
6 5.005133 10.298482 0.000266
7 0.154686 9.867297 -0.008491
8 -0.298205 5.005036 0.003692

0.100000
0 5.006352 -0.772982 0.019542
1 5.011768 5.013094 -0.000820
2 9.648907 0.354217 -0.017251
3 0.341328 0.365411 0.013860
4 9.654991 9.644110 0.003759
5 10.805059 4.996374 -0.018984
6 5.006006 10.795189 0.010412
7 0.370461 9.650647 -0.019134
8 -0.792342 5.022942 0.012696

0.150000
0 5.009773 -0.422856 0.026784
1 5.008240 5.007137 0.020300
2 9.649316 0.345393 -0.054510
3 0.364193 0.386396 0.016745
4 9.660245 9.640726 0.006680
5 10.417531 4.995055 -0.019637
6 5.026347 10.458757 0.046991
7 0.348530 9.667779 -0.035590
8 -0.403628 5.011518 0.019345

0.200000
0 5.015754 -0.104287 0.049892
1 4.999581 5.018899 0.030622
2 9.885877 0.110070 -0.098299
3 0.152529 0.112504 0.020553
4 9.903925 9.895602 0.018308
5 10.095224 4.987164 -0.000783
6 5.016708 10.118402 0.108914
7 0.114401 9.909772 -0.066255
8 -0.102874 5.016935 0.006977

0.250000
0 5.042299 -0.283475 0.104186
1 4.996106 5.003569 0.011718
2 10.004724 0.008089 -0.156189
3 0.036300 -0.027200 0.016923
4 10.007138 10.020569 0.035352
5 10.308573 5.000597 0.031046
6 4.996053 10.307892 0.214055
7 0.011224 10.005674 -0.102653
8 -0.327852 5.008074 -0.006698

0.300000
0 5.048196 -0.695109 0.188918
1 5.000076 5.013976 -0.034222
2 9.845813 0.202944 -0.256103
3 0.205217 0.161680 -0.003076
4 9.795558 9.814324 0.029386
5 10.710436 5.029711 0.102293
6 4.994108 10.704015 0.362507
7 0.206046 9.804175 -0.145274
8 -0.727023 4.956147 0.013367

0.350000
0 5.031123 -0.536933 0.322933
1 5.003907 4.972298 0.001343
2 9.639309 0.463248 -0.429495
3 0.431431 0.380275 -0.036577
4 9.535369 9.616038 -0.048202
5 10.505748 5.042382 0.215281
6 4.974669 10.490141 0.554934
7 0.413223 9.539815 -0.246074
8 -0.506318 4.941616 0.073709

0.400000
0 5.079100 -0.284087 0.610264
1 5.001169 4.958071 0.044049
2 9.697208 0.375613 -0.785491
3 0.361330 0.210590 -0.156438
4 9.593190 9.792931 -0.275753
5 10.238095 5.030909 0.474116
6 4.887159 10.106507 0.936656
7 0.327200 9.619349 -0.526692
8 -0.250247 4.965564 0.206484

0.450000
0 5.193671 -0.346410 1.135668
1 4.981721 4.935305 -0.181488
2 9.848572 0.185269 -1.365072
3 0.186572 -0.087002 -0.426136
4 9.693509 10.021210 -0.679922
5 10.288240 4.991072 0.967445
6 4.828454 10.032339 1.631110
7 0.167239 9.899168 -1.037456
8 -0.352359 4.966737 0.516956

0.500000
0 5.364625 -0.258883 1.585649
1 4.960001 4.907191 -0.521345
2 9.594271 0.455155 -1.761291
3 0.455482 -0.048126 -0.727349
4 9.279751 9.768008 -0.962069
5 10.200755 4.910108 1.350937
6 4.777152 9.844329 2.101158
7 0.563475 9.822603 -1.410813
8 -0.453268 5.009317 0.912472

0.550000
0 5.488391 0.252935 1.663428
1 4.750084 4.771292 -0.304477
2 9.214623 0.910964 -1.867752
3 0.960001 0.203917 -0.919569
4 8.731699 9.351374 -1.031693
5 9.663546 4.841550 1.338739
6 4.700510 9.275805 2.057937
